110,Link
62,Link
115,Link
29,Link
220,Link
78,Link
361,Reject denial
78,Link
44,Link
394,Reject denial
42,Link
37,Link
37,Link
408,Link
42,Link
37,Link
37,Link
452,Link
474,Link
511,Link
7,No link
511,Link
31,Link
7,No link
78,Link
364,Denial
661,Link
614,Link
229,Link
28,Link
28,Link
0,
0,
22,Link
25,Link
44,Link
36,Link
44,Link
36,Link
22,Link
31,Link
87,Reject denial
95,Link
99,Link
104,Link
0,Link
51,Link
29,Link
29,Link
120,Link
44,Link
136,Reject denial
138,Link
140,Reject link
150,Link
78,Link
78,Link
111,Link
77,Link
196,Link
25,Link
78,Link
150,Link
91,Link
241,Reject link
241,Reject link
241,Reject link
241,Reject link
167,Link
150,Link
150,Link
196,Link
272,Link
150,Link
272,Link
277,Link
143,Link
256,Link
78,Link
15,Link
62,Link
97,Reject link
327,Link
277,Link
332,Link
333,Link
78,Link
78,Link
78,Link
15,Link
78,Link
369,Link
28,Link
25,Reject denial
78,Link
78,Link
330,Link
78,Link
25,Reject denial
347,Link
28,Link
250,Link
347,Link
15,Link
28,Link
77,Link
387,Denial
36,Link
138,Link
241,Reject link
138,Link
583,Link
78,Link
499,Link
602,Link
610,Link
78,Link
80,Link
78,Link
174,Link
31,Link
78,Link
28,Link
28,Link
823,Link
469,Link
828,Reject denial
415,Link
641,Link
78,Link
12,Link
78,Link
114,Link
36,Reject denial
78,Link
78,Link
682,N/A
377,Link
78,Reject denial
29,Link
29,Link
78,Reject denial
29,Link
91,Link
293,Link
745,Link
29,Link
28,Link
78,Link
174,Link
745,Link
645,Link
174,Link
63,Link
0,
41,Reject link
77,Link
78,Link
160,Link
13,Link
77,Reject link
149,Reject link
239,Reject denial
257,Link
340,Reject link
78,Link
367,Link
342,Link
31,Reject denial
397,Link
126,Link
449,Link
151,Link
40,Link
40,Link
247,N/A
167,N/A
247,N/A
435,Link
8,Link
8,Link
121,Link
721,Link
378,Link
17,Link
265,N/A
740,Link
740,Link
0,
0,Reject denial
33,Reject denial
73,Link
0,Reject denial
86,Link
33,Reject denial
13,Link
124,Denial
146,Link
163,N/A
78,Link
78,Link
182,Denial
13,Link
205,Link
94,Reject link
205,Link
252,Link
163,Link
205,Link
78,Link
203,Reject denial
0,
270,Link
80,Link
380,Link
265,Link
127,Reject denial
392,Link
127,Reject denial
31,Reject denial
392,Link
149,Link
0,
149,Link
49,No link
488,Denial
488,Denial
525,Denial
529,Denial
488,Denial
488,Denial
360,Link
360,Link
63,Link
78,Link
360,Link
360,Link
613,Link
13,Link
809,No link
786,Link
404,Reject denial
13,Link
679,Link
720,Link
62,Link
62,Link
739,Link
225,Link
720,Link
62,Link
163,Link
225,Link
737,Link
786,Link
257,Link
265,Link
78,Link
321,Reject link
78,Link
735,Link
995,Link
1011,Reject link
1012,Link
15,Link
28,Link
15,Link
357,Link
70,Reject link
109,Link
1031,Link
70,Reject link
321,Reject link
70,Reject link
354,Link
348,Link
163,Reject denial
1349,Reject denial
155,Link
377,Reject link
769,Reject denial
317,Link
1211,Link
838,Link
125,Reject link
503,Link
17,Reject denial
40,Link
17,Reject denial
503,Link
40,Link
78,Link
81,
78,Link
881,Link
78,Link
303,Link
196,Link
932,Link
932,Link
785,Link
125,Reject link
11,Reject denial
241,Reject link
785,Link
129,Link
5,Link
241,Reject link
25,Link
11,Reject denial
129,Link
932,Link
310,Reject denial
5,Link
791,Link
525,Reject link
247,Link
452,Link
1037,No link
55,Reject link
55,Reject link
78,Link
814,Link
28,Link
78,Link
24,Link
814,Link
78,Link
1169,Link
276,Reject denial
885,Reject denial
28,Link
78,Link
51,Denial
858,Denial
155,Link
1348,Link
91,Reject denial
118,Link
107,Link
31,Link
125,Denial
125,Denial
118,Link
28,Link
28,Link
128,Reject link
1261,Link
1267,Link
376,Link
28,Reject link
79,Link
1267,Link
1278,Denial
838,Link
13,Reject denial
1278,Denial
29,Link
29,Link
12,Link
645,Denial
81,Link
29,Link
29,Link
51,Denial
858,Denial
1314,Link
81,
940,Link
41,Reject link
121,Link
41,Reject link
65,Reject link
387,Link
592,Reject link
41,Reject link
348,Link
41,Reject link
975,Link
975,Link
1010,Link
441,Reject link
841,Link
841,Link
929,Link
841,Link
841,Link
131,Link
841,Link
30,Link
131,Link
28,Link
93,Link
136,N/A
1032,Link
93,Link
347,Link
270,Link
1196,Link
69,Link
1206,Reject denial
14,Link
30,Link
122,Link
1250,Link
30,Link
1276,Reject denial
1289,Reject denial
78,Link
3,Link
81,
128,Link
837,Link
415,Link
163,Link
292,Link
78,Link
163,Link
317,Link
292,Link
196,Link
937,Reject denial
94,Reject link
13,Link
317,Link
945,Reject link
94,Link
179,Denial
406,Link
344,Link
14,Link
984,Link
28,Link
344,Link
14,Link
330,Reject link
167,Link
999,Reject denial
922,Link
8,Link
441,Reject link
344,Link
670,Link
8,Link
798,Link
357,Link
109,Link
1056,Link
798,Link
142,Reject denial
1058,Link
167,Link
167,Link
265,Link
321,Reject link
1121,Link
1126,Link
233,Link
1151,Link
1042,Link
1048,No link
1048,No link
452,Link
317,Link
34,Link
160,Link
76,Link
1323,Denial
163,Link
81,Link
163,Link
1068,Reject denial
189,Denial
28,Link
1182,Link
1201,Link
79,Link
31,Link
1225,Denial
1225,Denial
814,Link
89,Link
398,Link
25,Reject denial
32,Reject link
32,Reject link
204,Link
89,Link
53,Link
1283,Reject denial
58,Link
11,Link
186,Link
1304,Reject link
30,Link
347,Link
1144,Link
163,Link
160,Link
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
81,
3605,No link
487,Link
487,Link
229,Reject link
78,Link
1513,Link
1513,Link
142,Link
1513,Link
1513,Link
78,Link
78,Link
78,Link
78,Link
78,Link
78,Link
78,Link
91,Reject denial
356,
1423,Link
980,No link
2372,No link
855,Reject denial
78,Link
78,Link
3669,Reject link
1219,Link
3692,N/A
250,Link
3704,No link
357,Link
357,Link
78,Link
76,No link
76,No link
3991,Link
76,No link
76,No link
78,Link
357,Link
91,Reject denial
3792,Link
1015,Link
426,Link
3869,No link
356,
113,N/A
1086,Reject denial
1302,Reject denial
3632,Reject denial
54,Reject denial
3643,Reject denial
113,N/A
933,N/A
348,Link
933,N/A
893,Reject link
893,Reject link
893,N/A
78,Link
893,Reject link
893,Reject link
893,Reject link
893,Reject link
1863,Reject link
3693,Reject denial
3445,Reject link
893,Reject link
893,Reject link
893,Reject link
78,Link
893,Reject link
170,Link
1042,Link
893,Reject link
78,Link
78,Link
171,Link
2278,Link
318,N/A
318,N/A
1959,Link
471,Link
356,
31,Reject denial
31,Reject denial
2774,Link
163,Link
163,Link
257,Link
257,Link
2129,Denial
2774,Link
2774,Link
265,Link
239,Link
2969,Link
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
356,
